solved 1330647416 srossd {3 seconds} 62 4
solved 1330647435 tkamath2 {4 seconds} 64 10
solved 1330647455 srossd {5 seconds} 66 4
solved 1330647487 tkamath2 {3 seconds} 74 10
solved 1330647506 tkamath2 {4 seconds} 78 4
solved 1330647524 srossd {4 seconds} 76 10
solved 1330647602 epicksl {1 minute 3 seconds} 18 4
solved 1330647629 srossd {12 seconds} 86 10
solved 1330647645 tkamath2 {1 second} 82 4
solved 1330647668 srossd {9 seconds} 96 10
solved 1330647686 srossd {4 seconds} 100 4
solved 1330647713 srossd {12 seconds} 110 10
tiar 1330647713 srossd 3 0
solved 1330647732 srossd {5 seconds} 114 4
solved 1330647750 srossd {4 seconds} 124 10
tiar 1330647750 srossd 5 1
rankset 13306477
